index,source,target,context,proto language,daughter language
384,ʃ,θ, / _\ipa{e(:)},Proto-Arapaho-Atsina,Gros Ventre
385,θ,t, / _\ipa{e(:)},Proto-Arapaho-Atsina,Gros Ventre
386,m,b, / _\ipa{e(:)},Proto-Arapaho-Atsina,Gros Ventre
387,k,tʃ, / _\ipa{e(:)},Proto-Arapaho-Atsina,Gros Ventre
388,ɔ,ʔ, / \#_V,Proto-Arapaho-Atsina,Gros Ventre
389,ɔ,x," / _\ipa{s} ! _C\{C,\#\}",Proto-Algonquian,Blackfoot
390,j,s, / ! C_,Proto-Algonquian,Blackfoot
391,h,ɔ, / ! _C,Proto-Algonquian,Blackfoot
392,nr,s,N/A,Proto-Algonquian,Blackfoot
393,h,x," / _\{\ipa{p,k}\}",Proto-Algonquian,Blackfoot
394,hkw,ʔk,N/A,Proto-Algonquian,Blackfoot
395,nθ,sːt,N/A,Proto-Algonquian,Blackfoot
396,hs,sː,N/A,Proto-Algonquian,Blackfoot
397,m,ʔ, / _\ipa{p},Proto-Algonquian,Blackfoot
398,nkw,ʔː,N/A,Proto-Algonquian,Blackfoot
399,ntʃ,ʔt,N/A,Proto-Algonquian,Blackfoot
400,ns,x,N/A,Proto-Algonquian,Blackfoot
401,sk,s,N/A,Proto-Algonquian,Blackfoot
402,ʃ,x, / _\ipa{k},Proto-Algonquian,Blackfoot
403,x,sː," / \{\ipa{i},\#\ipa{e,ja,ke}\}_",Proto-Algonquian,Blackfoot
404,x,sː, / \ipa{e(:)}_\ipa{s},Proto-Algonquian,Blackfoot
405,ɔ,s," / \{\ipa{i(:),}\#\ipa{e}\}_\ipa{t}",Proto-Algonquian,Blackfoot
406,t,ts," / _\{\ipa{i,e(:),a}\}",Proto-Algonquian,Blackfoot
407,ɔ,s, / \ipa{k}_\ipa{i(:)},Proto-Algonquian,Blackfoot
408,sːː,sː,N/A,Proto-Algonquian,Blackfoot
409,e,i," / \{\#,\ipa{k}\}_",Proto-Algonquian,Blackfoot
410,ɔ,j," / \{\ipa{o:w,i:j}\}_\ipa{i}\#",Proto-Algonquian,Blackfoot
411,w,j," / \{\ipa{r,k}\}_\ipa{i}\#",Proto-Algonquian,Blackfoot
412,ɔ,i, / \ipa{r}_\ipa{w},Proto-Algonquian,Blackfoot
413,w,ɔ, / C_,Proto-Algonquian,Blackfoot
414,hi,ɔ, / \ipa{a:}_,Proto-Algonquian,Blackfoot
415,ɔ,i, / \#_\ipa{j}C,Proto-Algonquian,Blackfoot
416,ɔ,i, / C_\ipa{j}V\#,Proto-Algonquian,Blackfoot
417,a,o, / _\ipa{w},Proto-Algonquian,Blackfoot
418,eʎwi,iː,N/A,Proto-Algonquian,Blackfoot
419,iːwi,iː, / medially,Proto-Algonquian,Blackfoot
420,iwi,iː, / medially,Proto-Algonquian,Blackfoot
421,iːwi,i, / _\#,Proto-Algonquian,Blackfoot
422,iwi,i, / _\#,Proto-Algonquian,Blackfoot
423,j,s,N/A,Proto-Algonquian,Blackfoot
424,w,j, / _\ipa{i},Proto-Algonquian,Blackfoot
425,iji,iː,N/A,Proto-Algonquian,Blackfoot
426,w,ɔ," / \{\ipa{a,o}\}_\ipa{i}C",Proto-Algonquian,Blackfoot
427,on,u, / _\ipa{i}C,Proto-Algonquian,Blackfoot
428,e,ɔ, / O_ in \#U (not universal),Proto-Algonquian,Blackfoot
429,tsi,ɔ, / \$_OO ``(before a prefix; the first obstruent of the follow[ing] cluster then becomes \ipa{P}),Proto-Algonquian,Blackfoot
430,aː,aa," / W_ ! when _\{C\{C,\ipa{:}\},\#\}",Proto-Algonquian,Blackfoot
431,aː,a, / else,Proto-Algonquian,Blackfoot
432,oː,o,N/A,Proto-Algonquian,Blackfoot
433,a,i, / ! at word boundaries,Proto-Algonquian,Blackfoot
434,e,a, / _\#,Proto-Algonquian,Blackfoot
435,e,a,N/A,Proto-Algonquian,Cheyenne
436,i,e,N/A,Proto-Algonquian,Cheyenne
437,s,h,N/A,Proto-Algonquian,Cheyenne
438,ʃ,ʃ,N/A,Proto-Algonquian,Cheyenne
439,tʃ,x,N/A,Proto-Algonquian,Cheyenne
440,w,v,N/A,Proto-Algonquian,Cheyenne
441,j,o,N/A,Proto-Algonquian,Cheyenne
442,m,ɔ, / near nasals,Proto-Algonquian,Cheyenne
443,e,i,N/A,Proto-Algonquian,Northern East Cree
444,eː,aː,N/A,Proto-Algonquian,Northern East Cree
445,ja,aː, / C_,Proto-Algonquian,Northern East Cree
446,ʃjeː,seː,N/A,Proto-Algonquian,Northern East Cree
447,lwi,jo,N/A,Proto-Algonquian,Northern East Cree
448,wi,o, / C_,Proto-Algonquian,Northern East Cree
449,q,h, / _\ipa{tS},Proto-Algonquian,Northern East Cree
450,tʃp,sp,N/A,Proto-Algonquian,Northern East Cree
451,ʃp,sp,N/A,Proto-Algonquian,Northern East Cree
452,θ,s, / _\ipa{k},Proto-Algonquian,Northern East Cree
453,l,h, / _\ipa{k},Proto-Algonquian,Northern East Cree
454,k,tʃ, / _\ipa{i},Proto-Algonquian,Northern East Cree
455,a,i, / in some unaccented syllables (short only),Proto-Algonquian,Northern East Cree
456,θ,t,N/A,Proto-Algonquian,Northern East Cree
457,ja,aː, / C_,Proto-Algonquian,Southern East Cree
458,ʃjeː,ʃeː,N/A,Proto-Algonquian,Southern East Cree
459,lwi,jo,N/A,Proto-Algonquian,Southern East Cree
460,wi,o, / C_,Proto-Algonquian,Southern East Cree
461,q,h, / _\ipa{tS},Proto-Algonquian,Southern East Cree
462,tʃp,sp,N/A,Proto-Algonquian,Southern East Cree
463,ʃp,sp,N/A,Proto-Algonquian,Southern East Cree
464,θ,s, / _\ipa{k},Proto-Algonquian,Southern East Cree
465,l,h, / _\ipa{k},Proto-Algonquian,Southern East Cree
466,k,tʃ, / _\ipa{i},Proto-Algonquian,Southern East Cree
467,tʃ,ts,N/A,Proto-Algonquian,Southern East Cree
468,θ,t,N/A,Proto-Algonquian,Southern East Cree
469,ja,aː, / C_,Proto-Algonquian,Plains Cree
470,ʃjeː,seː,N/A,Proto-Algonquian,Plains Cree
471,lwi,jo,N/A,Proto-Algonquian,Plains Cree
472,wi,o, / C_,Proto-Algonquian,Plains Cree
473,q,h, / _\ipa{tS},Proto-Algonquian,Plains Cree
474,tʃp,sp,N/A,Proto-Algonquian,Plains Cree
475,ʃp,sp,N/A,Proto-Algonquian,Plains Cree
476,θ,s, / _\ipa{k},Proto-Algonquian,Plains Cree
477,l,h, / _\ipa{k},Proto-Algonquian,Plains Cree
478,ʃ,s,N/A,Proto-Algonquian,Plains Cree
479,tʃ,ts,N/A,Proto-Algonquian,Plains Cree
480,θ,t,N/A,Proto-Algonquian,Plains Cree
481,ja,aː, / C_,Proto-Algonquian,Swampy Cree
482,ʃjeː,ʃeː,N/A,Proto-Algonquian,Swampy Cree
483,lwi,jo,N/A,Proto-Algonquian,Swampy Cree
484,wi,o, / C_,Proto-Algonquian,Swampy Cree
485,q,h, / _\ipa{tS},Proto-Algonquian,Swampy Cree
486,tʃp,sp,N/A,Proto-Algonquian,Swampy Cree
487,ʃp,sp,N/A,Proto-Algonquian,Swampy Cree
488,θ,s, / _\ipa{k},Proto-Algonquian,Swampy Cree
489,l,h, / _\ipa{k},Proto-Algonquian,Swampy Cree
490,ʃ,s, / in West Swampy Cree (remains /\ipa{S}/ in East Swampy Cree),Proto-Algonquian,Swampy Cree
491,tʃ,ts,N/A,Proto-Algonquian,Swampy Cree
492,θ,t,N/A,Proto-Algonquian,Swampy Cree
493,eː,iː,N/A,Proto-Algonquian,Woods Cree
494,e,i,N/A,Proto-Algonquian,Woods Cree
495,ja,aː, / C_,Proto-Algonquian,Woods Cree
496,lwi,jo,N/A,Proto-Algonquian,Woods Cree
497,wi,o, / C_,Proto-Algonquian,Woods Cree
498,q,h, / _\ipa{tS},Proto-Algonquian,Woods Cree
499,tʃp,sp,N/A,Proto-Algonquian,Woods Cree
500,ʃp,sp,N/A,Proto-Algonquian,Woods Cree
501,θ,s, / _\ipa{k},Proto-Algonquian,Woods Cree
502,l,s, / _\ipa{k},Proto-Algonquian,Woods Cree
503,ʃ,s,N/A,Proto-Algonquian,Woods Cree
504,tʃ,ts,N/A,Proto-Algonquian,Woods Cree
505,θ,t,N/A,Proto-Algonquian,Woods Cree
506,t,tʃ, / in diminutives,Proto-Algonquian,Munsee Delaware
507,s,ʃ, / in diminutives,Proto-Algonquian,Munsee Delaware
508,θ,r,N/A,Proto-Algonquian,Munsee Delaware
509,ʃ,l,N/A,Proto-Algonquian,Munsee Delaware
510,w,ɔ, / m_C,Proto-Algonquian,Munsee Delaware
511,w,ɔ," / \{\ipa{p,m}\}_\#",Proto-Algonquian,Munsee Delaware
512,w,ɔ," / ! \{\ipa{k,p,m}\}_",Proto-Algonquian,Munsee Delaware
513,kw,kʷ,N/A,Proto-Algonquian,Munsee Delaware
514,pw,pʷ,N/A,Proto-Algonquian,Munsee Delaware
515,mw,mʷ,N/A,Proto-Algonquian,Munsee Delaware
516,we,wə,N/A,Proto-Algonquian,Munsee Delaware
517,wə,oː," / ! adjacent to \{\ipa{p,m,k}\}",Proto-Algonquian,Munsee Delaware
518,j,ɔ, / C_,Proto-Algonquian,Munsee Delaware
519,ʔ,h," / _C ! C = \ipa{l}, or when reduplicated",Proto-Algonquian,Munsee Delaware
520,h,ɔ," / _\{\ipa{s,x}\}",Proto-Algonquian,Munsee Delaware
521,k,ɔ," / \ipa{h}_ (sometimes restored via analogy, e.g., in verbs)",Proto-Algonquian,Munsee Delaware
522,θ,x," / _\{\ipa{p,k}\}",Proto-Algonquian,Munsee Delaware
523,ʃ,s," / _\{\ipa{p,k}\}",Proto-Algonquian,Munsee Delaware
524,x,h," / _\{\ipa{p,k}\}",Proto-Algonquian,Munsee Delaware
525,i,iː,N/A,Proto-Algonquian,Munsee Delaware
526,o,oː,N/A,Proto-Algonquian,Munsee Delaware
527,ə,o," / _\ipa{h}\{\ipa{p,k\super w,w,m}\}",Proto-Algonquian,Munsee Delaware
528,ə,i, / _\ipa{h}C,Proto-Algonquian,Munsee Delaware
529,ə,o," / _\ipa{x}\{\ipa{p,k\super w},V[+round]\}",Proto-Algonquian,Munsee Delaware
530,ə,o," / \{\ipa{p,m}\}_\ipa{x}",Proto-Algonquian,Munsee Delaware
531,x,χʷ," / \ipa{o(:)}_\{V,\#\}",Proto-Algonquian,Munsee Delaware
532,ə,a, / _\ipa{x} ``[i]n a nonrounding environment'',Proto-Algonquian,Munsee Delaware
533,ə,o, / _\ipa{Nk\super w},Proto-Algonquian,Munsee Delaware
534,we,o, / \#_,Proto-Algonquian,Menominee
535,θ,s, / _O,Proto-Algonquian,Menominee
536,θ,r,N/A,Proto-Algonquian,Menominee
537,ɔ,h, / V[-long]_\#,Proto-Algonquian,Menominee
538,w,ɔ, / \ipa{h}_V,Proto-Algonquian,Menominee
539,a,o, / \$\ipa{am}_\ipa{w},Proto-Algonquian,Menominee
540,e,i, / V\ipa{:}\%_ ! _H,Proto-Algonquian,Menominee
541,e,i, / \#(C)_ ! _H,Proto-Algonquian,Menominee
542,e,i," / _\{\ipa{k,m}\} ``when in the second syllable of glottal words""",Proto-Algonquian,Menominee
543,wiː,oː, / C_\ipa{w},Proto-Algonquian,Menominee
544,wi,o, / C_\ipa{w},Proto-Algonquian,Menominee
545,ʃ,s,N/A,Proto-Algonquian,Menominee
546,tʃ,ts,N/A,Proto-Algonquian,Menominee
547,eː,ae:,N/A,Proto-Algonquian,Menominee
548,e,ae,N/A,Proto-Algonquian,Menominee
549,i,e,N/A,Proto-Algonquian,Menominee
550,ae,e," / in odd syllables ! _\{\ipa{w,j},H\}",Proto-Algonquian,Menominee
551,r,n,N/A,Proto-Algonquian,Menominee
552,t,tʃ, / in diminutives,Proto-Algonquian,Miami-Illinois
553,s,ʃ, / _\ipa{i} (not universal),Proto-Algonquian,Miami-Illinois
554,s,ʃ, / _\ipa{i}V,Proto-Algonquian,Miami-Illinois
555,h,ʔ," / _\{\ipa{s,S}\}",Proto-Algonquian,Miami-Illinois
556,hs,sː," / sporadic, usually \{\#,V[+front]\}_",Proto-Algonquian,Miami-Illinois
557,hʃ,ʃː," / sporadic, usually \{\#,V[+front]\}_",Proto-Algonquian,Miami-Illinois
558,s,superns, / U[-nas] ({\it highly} sporadic),Proto-Algonquian,Miami-Illinois
559,ʃ,supernS, / U[-nas] ({\it highly} sporadic),Proto-Algonquian,Miami-Illinois
560,x,ɔ," / _\{\ipa{p,k}\}",Proto-Algonquian,Mi'kmaq
561,ʃ,s,N/A,Proto-Algonquian,Mi'kmaq
562,θ,l,N/A,Proto-Algonquian,Mi'kmaq
563,k,χ, / _\ipa{(w)a(:)} ! \#_,Proto-Algonquian,Mi'kmaq
564,k,χ, / \ipa{a(:)}_,Proto-Algonquian,Mi'kmaq
565,eːk,oχ, / _\ipa{w},Proto-Algonquian,Mi'kmaq
566,oː,u,N/A,Proto-Algonquian,Mi'kmaq
567,o,u,N/A,Proto-Algonquian,Mi'kmaq
568,waː,o,N/A,Proto-Algonquian,Mi'kmaq
569,eː,e,N/A,Proto-Algonquian,Mi'kmaq
570,iː,i,N/A,Proto-Algonquian,Mi'kmaq
571,aː,a,N/A,Proto-Algonquian,Mi'kmaq
572,awaha,aː,N/A,Proto-Algonquian,Mi'kmaq
573,aha,aː,N/A,Proto-Algonquian,Mi'kmaq
574,ehi,eː,N/A,Proto-Algonquian,Mi'kmaq
575,w,ɔ," / \{\ipa{t,r}\}_\ipa{i}",Proto-Algonquian,Ojibwe
576,θ,r,N/A,Proto-Algonquian,Ojibwe
577,r,s, / _\ipa{k},Proto-Algonquian,Ojibwe
578,jeː,iː, / C_,Proto-Algonquian,Ojibwe
579,ja,iː, / C_C,Proto-Algonquian,Ojibwe
580,j,ɔ, / C_,Proto-Algonquian,Ojibwe
581,k,x,N/A,Proto-Algonquian,Piscataway
582,e,o, / unclear conditioning,Proto-Algonquian,Piscataway
583,r,s, / H_,Proto-Algonquian,Shawnee
584,r,ɔ, / \ipa{n}_,Proto-Algonquian,Shawnee
585,r,ʃ, / _O,Proto-Algonquian,Shawnee
586,e,i," / \#(C)_ ``(but remains e in a few cases?)""",Proto-Algonquian,Shawnee
587,iː,i, / _\ipa{j},Proto-Algonquian,Shawnee
588,j,ɔ, / C_\ipa{i(:)},Proto-Algonquian,Shawnee
589,je,i, / C_,Proto-Algonquian,Shawnee
590,j,ɔ," / \{\ipa{tS,S}\}_\ipa{e:}",Proto-Algonquian,Shawnee
591,j,ɔ," / \{\ipa{tS,S,w}\}_\ipa{a:}",Proto-Algonquian,Shawnee
592,w,ɔ, / \ipa{t}_\ipa{i},Proto-Algonquian,Shawnee
593,wa,o, / \#_,Proto-Algonquian,Shawnee
594,ʔ,ɔ," / C\{\ipa{v,l,s}\}_C",Proto-Algonquian,Shawnee
595,ʔ,ɔ, / _CC,Proto-Algonquian,Shawnee
596,ɔ,ʔ," / C\{\ipa{v,d}\}_\{\ipa{Sp,Sk,h}V\}",Proto-Algonquian,Shawnee
597,ɔ,h, / \#_V,Proto-Algonquian,Shawnee
598,s,θ,N/A,Proto-Algonquian,Shawnee
599,r,l,N/A,Proto-Algonquian,Shawnee
600,ɔ,i," / \#C_\ipa{j}V\ipa{:} ``(for some speakers)""",Proto-Algonquian,Shawnee
601,a,i, / _C\ipa{i},Proto-Altaic,Proto-Japonic
602,a,u, / _C\ipa{u},Proto-Altaic,Proto-Japonic
603,u,a, / P_C\ipa{e},Proto-Altaic,Proto-Japonic
604,pʰ,p,N/A,Proto-Altaic,Proto-Japonic
605,tʰ,t,N/A,Proto-Altaic,Proto-Japonic
606,kʰ,k,N/A,Proto-Altaic,Proto-Japonic
607,b,p, / \#_,Proto-Altaic,Proto-Japonic
608,b,w," / ! _\{\ipa{a,@,}V\ipa{j}\}",Proto-Altaic,Proto-Japonic
609,tSʰ,t,N/A,Proto-Altaic,Proto-Japonic
610,tʃ,t, / \#_,Proto-Altaic,Proto-Japonic
611,dʒ,d, / \#_,Proto-Altaic,Proto-Japonic
612,tʃ,s, / maybe ! _\#?,Proto-Altaic,Proto-Japonic
613,dʒ,j,N/A,Proto-Altaic,Proto-Japonic
614,ɡ,ɔ, / \ipa{i}V_,Proto-Altaic,Proto-Japonic
615,ɡ,k, / else,Proto-Altaic,Proto-Japonic
616,n,m, / \#_,Proto-Altaic,Proto-Japonic
617,ŋ,m," / \#_\{\ipa{\ae,\o,y}\}",Proto-Altaic,Proto-Japonic
618,ŋ,n,N/A,Proto-Altaic,Proto-Japonic
619,r,t," / _\{\ipa{i,u}\}",Proto-Altaic,Proto-Japonic
620,lʲ,n, / \#_,Proto-Altaic,Proto-Japonic
621,l,n, / \#_,Proto-Altaic,Proto-Japonic
622,l,r, / else,Proto-Altaic,Proto-Japonic
623,lʲ,s, / else,Proto-Altaic,Proto-Japonic
624,φ,w, / V_V,Early Middle Japanese,Modern Japanese
625,we,je,N/A,Early Middle Japanese,Modern Japanese
626,e,je,N/A,Early Middle Japanese,Modern Japanese
627,ɔ,w, / _\ipa{o},Early Middle Japanese,Modern Japanese
628,w,ɔ," / ! _\{\ipa{a,o}\}",Early Middle Japanese,Modern Japanese
629,au,ɔː,N/A,Early Middle Japanese,Modern Japanese
630,iu,juː,N/A,Early Middle Japanese,Modern Japanese
631,uu,uː,N/A,Early Middle Japanese,Modern Japanese
632,eu,joː,N/A,Early Middle Japanese,Modern Japanese
633,ou,oː,N/A,Early Middle Japanese,Modern Japanese
634,j,ɔ, / _\ipa{e},Early Middle Japanese,Modern Japanese
635,w,ɔ, / _\ipa{o},Early Middle Japanese,Modern Japanese
636,w,ɔ, / \ipa{k}_\ipa{a},Early Middle Japanese,Modern Japanese
637,φ,h, / ! _\ipa{u},Early Middle Japanese,Modern Japanese
638,ɔː,oː,N/A,Early Middle Japanese,Modern Japanese
639,b,p, / \#_,Proto-Altaic,Proto-Korean
640,d,t,N/A,Proto-Altaic,Proto-Korean
641,ɡ,k, / \#_,Proto-Altaic,Proto-Korean
642,rʲ,r,N/A,Proto-Altaic,Proto-Korean
643,lʲ,n, / \#_,Proto-Altaic,Proto-Korean
644,l,n, / \#_,Proto-Altaic,Proto-Korean
645,lʲ,r, / else,Proto-Altaic,Proto-Korean
646,l,r, / else,Proto-Altaic,Proto-Korean
647,i,e, / P_C\ipa{i},Proto-Altaic,Proto-Mongolic
648,e,o, / P_C\ipa{u},Proto-Altaic,Proto-Mongolic
649,e,o, / C_P\ipa{u},Proto-Altaic,Proto-Mongolic
650,b,h," / medially, ! \{\ipa{r(\super j),l(\super j)}\}_ or _\ipa{g}",Proto-Altaic,Proto-Mongolic
651,pʰ,b, / \#_U[+high pitch],Proto-Altaic,Proto-Mongolic
652,p,b,N/A,Proto-Altaic,Proto-Mongolic
653,tʰ,d, / _\#,Proto-Altaic,Proto-Mongolic
654,tʰ,tʃ, / _\ipa{i},Proto-Altaic,Proto-Mongolic
655,t,tʃ, / _\ipa{i},Proto-Altaic,Proto-Mongolic
656,d,dʒ, / _\ipa{i},Proto-Altaic,Proto-Mongolic
657,tʰ,t, / else,Proto-Altaic,Proto-Mongolic
658,tʃ,dʒ, / \#_\ipa{i},Proto-Altaic,Proto-Mongolic
659,tʃ,d, / \#,Proto-Altaic,Proto-Mongolic
660,tSʰ,tʃ,N/A,Proto-Altaic,Proto-Mongolic
661,ɡ,h," / ! \{C,V\}_\ipa{h}",Proto-Altaic,Proto-Mongolic
662,k,ɡ, / ! \#_,Proto-Altaic,Proto-Mongolic
663,kʰ,ɡ," / \{C,V\}_\ipa{h}",Proto-Altaic,Proto-Mongolic
664,kʰ,k, / else,Proto-Altaic,Proto-Mongolic
665,z,s,N/A,Proto-Altaic,Proto-Mongolic
666,ʃ,tʃ, / \#_\ipa{a},Proto-Altaic,Proto-Mongolic
667,ʃ,s, / else,Proto-Altaic,Proto-Mongolic
668,nʲ,dʒ, / \#_,Proto-Altaic,Proto-Mongolic
669,ŋ,ɡ, / \#_\ipa{u},Proto-Altaic,Proto-Mongolic
670,ŋ,n," / \#_\{\ipa{a,o,e}\}",Proto-Altaic,Proto-Mongolic
671,ŋ,j, / \#_,Proto-Altaic,Proto-Mongolic
672,rʲ,r,N/A,Proto-Altaic,Proto-Mongolic
673,lʲ,dʒ, / \#_\ipa{i},Proto-Altaic,Proto-Mongolic
674,lʲ,d, / \#_,Proto-Altaic,Proto-Mongolic
675,lʲ,l,N/A,Proto-Altaic,Proto-Mongolic
676,ae,i," / \{\ipa{s,S,x}\}_C\ipa{a}",Proto-Altaic,Proto-Tungusic
677,y,u," / P_C\{\ipa{e,i}\}",Proto-Altaic,Proto-Tungusic
678,ae,i," / \{\ipa{s,S,x}\}_C\ipa{i}",Proto-Altaic,Proto-Tungusic
679,ae,ia, / _C\ipa{i},Proto-Altaic,Proto-Tungusic
680,o,o, / _C\ipa{i},Proto-Altaic,Proto-Tungusic
681,y,u, / _C\ipa{i},Proto-Altaic,Proto-Tungusic
682,u,o, / _C\ipa{o},Proto-Altaic,Proto-Tungusic
683,ae,u, / _C\ipa{o},Proto-Altaic,Proto-Tungusic
684,o,i," / \{\ipa{s,S,x}\}_C\ipa{u}",Proto-Altaic,Proto-Tungusic
685,p,b, / medially,Proto-Altaic,Proto-Tungusic
686,pʰ,p,N/A,Proto-Altaic,Proto-Tungusic
687,t,dʒ," / \#_\{\ipa{\ae,\o,y}\}",Proto-Altaic,Proto-Tungusic
688,t,d, / \#_,Proto-Altaic,Proto-Tungusic
689,tʰ,t,N/A,Proto-Altaic,Proto-Tungusic
690,tSʰ,tʃ,N/A,Proto-Altaic,Proto-Tungusic
691,k,ɡ,N/A,Proto-Altaic,Proto-Tungusic
692,kʰ,x, / \#_,Proto-Altaic,Proto-Tungusic
693,z,s,N/A,Proto-Altaic,Proto-Tungusic
694,rʲ,r,N/A,Proto-Altaic,Proto-Tungusic
695,lʲ,l,N/A,Proto-Altaic,Proto-Tungusic
696,y,i," / \{\ipa{r(\super j),l(\super j)}\}_\ipa{e}",Proto-Altaic,Proto-Turkic
697,e,ja," / \#_C\{\ipa{e,i}\}",Proto-Altaic,Proto-Turkic
698,o,ʌ, / P_C\ipa{e},Proto-Altaic,Proto-Turkic
699,i,e," / \{\ipa{r(\super j),l(\super j)}\}_\ipa{e}",Proto-Altaic,Proto-Turkic
700,ae,a, / P_C\ipa{o},Proto-Altaic,Proto-Turkic
701,ae,ʌ, / P_C\ipa{u},Proto-Altaic,Proto-Turkic
702,pʰ,p,N/A,Proto-Altaic,Proto-Turkic
703,tʰ,d," / \#_(V)\{\ipa{l\super j,r(\super j)}\}",Proto-Altaic,Proto-Turkic
704,tʰ,t,N/A,Proto-Altaic,Proto-Turkic
705,k,ɡ, / _(V)\ipa{r},Proto-Altaic,Proto-Turkic
706,ʃ,tʃ, / \#_\ipa{a},Proto-Altaic,Proto-Turkic
707,m,b, / \#_,Proto-Altaic,Proto-Turkic
708,nʲ,j, / \#_,Proto-Altaic,Proto-Turkic
709,n,j, / \#_,Proto-Altaic,Proto-Turkic
710,p,φ,N/A,Proto-Altaic,Proto-Turkic
711,φ,h, / \#_,Proto-Altaic,Proto-Turkic
712,d,j, / \#_,Proto-Altaic,Proto-Turkic
713,n,ʃ, / \#_,Proto-Altaic,Proto-Turkic
714,nʲ,j,N/A,Proto-Turkic,Proto-Kypchak
715,b,m,N/A,Proto-Turkic,Proto-Kypchak
716,d,t, / _\#,Proto-Turkic,Proto-Kypchak
717,γ,x, / _\#,Proto-Turkic,Proto-Kypchak
718,d,t," / \#_ (``kind of"", something about evidence from borrowings)",Proto-Turkic,Proto-Kypchak
719,b,v, / V_,Proto-Turkic,Proto-Kypchak
720,v,w,N/A,Proto-Turkic,Proto-Kypchak
721,γ,w," / \{\ipa{a,u,i,o}\}_",Proto-Turkic,Proto-Kypchak
722,e,ew,N/A,Proto-Turkic,Proto-Kypchak
723,ae,uw,N/A,Proto-Turkic,Proto-Kypchak
724,d,ð,N/A,Proto-Turkic,Proto-Kypchak
725,ð,j, / V_,Proto-Turkic,Proto-Kypchak
726,ɡ,w, / V_,Proto-Turkic,Proto-Kypchak
727,ae,e,N/A,Proto-Turkic,Proto-Kypchak
728,s,tʃ, / _V\ipa{tS},Proto-Turkic,Proto-Kypchak
729,s,̧c, / _V\ipa{\c{c}},Proto-Turkic,Proto-Kypchak
730,a,ae, / ! _B,Proto-Turkic,Proto-Kypchak
731,f,w, / _V,Proto-Turkic,Proto-Kypchak
732,f,p, / else,Proto-Turkic,Proto-Kypchak
733,j,dʒ, / \#_ (did not occur in Qara Nogay),Proto-Kypchak,Kazakh
734,b,m, / V_V (sporadic?),Proto-Kypchak,Kyrgyz
735,γ,ɔ, / V_V,Proto-Kypchak,Kyrgyz
736,j,dʒ, / \#_,Proto-Kypchak,Kyrgyz
737,x,q,N/A,Proto-Kypchak,Kyrgyz
738,nj,jn,N/A,Proto-Kypchak,Kyrgyz
739,e,i, / _\ipa{g},Proto-Kypchak,Kyrgyz
740,s,ɔ, / \#_,Proto-Turkic,Sakha
741,cʰ,s,N/A,Proto-Vietic,Muong Khen
742,hə,t, / _\ipa{l},Proto-Vietic,Muong Khen
743,ə,t, / _\ipa{l},Proto-Vietic,Muong Khen
744,m,ɔ, / _\ipa{l},Proto-Vietic,Muong Khen
745,həp,b, / _\ipa{l},Proto-Vietic,Middle Vietnamese
746,p,b, / _\ipa{l},Proto-Vietic,Middle Vietnamese
747,d,t, / _\ipa{l},Proto-Vietic,Middle Vietnamese
748,t,ɔ, / _\ipa{\*r} (only first-register tones can occur in this environment),Proto-Vietic,Middle Vietnamese
749,t*ʰ,tʰ, / _\ipa{w},Proto-Vietic,Middle Vietnamese
750,d,t, / _\ipa{w},Proto-Vietic,Middle Vietnamese
751,ɡ,k, / _\ipa{w},Proto-Vietic,Middle Vietnamese
752,s,tʰ?,N/A,Proto-Vietic,Middle Vietnamese
753,s,t,N/A,Proto-Vietic,Middle Vietnamese
754,l,ɔ," / \{\ipa{i,e}\}_",Proto-Vietic,Middle Vietnamese
755,l,j, / else,Proto-Vietic,Middle Vietnamese
756,β,v,N/A,Middle Vietnamese,Hanoi Vietnamese
757,w,z,N/A,Middle Vietnamese,Hanoi Vietnamese
758,bl,z,N/A,Middle Vietnamese,Hanoi Vietnamese
759,ɨ,i, / _\ipa{(@)w},Middle Vietnamese,Hanoi Vietnamese
760,dʲ,z,N/A,Middle Vietnamese,Saigon Vietnamese
761,ɟ,j,N/A,Middle Vietnamese,Saigon Vietnamese
762,m,ɔ, / _\ipa{l},Middle Vietnamese,Saigon Vietnamese
763,c,t, / \ipa{a}_ (short /\ipa{a}/ only),Middle Vietnamese,Saigon Vietnamese
764,ɲ,n, / \ipa{a}_ (short /\ipa{a}/ only),Middle Vietnamese,Saigon Vietnamese
765,t,k, / \ipa{a}_ (short /\ipa{a}/ only),Middle Vietnamese,Saigon Vietnamese
766,n,ŋ, / \ipa{a}_ (short /\ipa{a}/ only),Middle Vietnamese,Saigon Vietnamese
767,c,t," / \{\ipa{i,e}\}_",Middle Vietnamese,Saigon Vietnamese
768,ɲ,n," / \{\ipa{i,e}\}_",Middle Vietnamese,Saigon Vietnamese
769,ə,ɔ," / \{\ipa{i,1}\}_\{\ipa{p,m.w}\}",Middle Vietnamese,Saigon Vietnamese
770,ə,ɔ, / \ipa{1}_\ipa{j},Middle Vietnamese,Saigon Vietnamese
771,ə,ɔ," / \ipa{u}_\{\ipa{m,j}\}",Middle Vietnamese,Saigon Vietnamese
772,a,aː," / _\{\ipa{w,j}\}",Middle Vietnamese,Saigon Vietnamese
773,əː,ɨ, / _K,Middle Vietnamese,Saigon Vietnamese
774,ə,ɨ, / _K,Middle Vietnamese,Saigon Vietnamese
